"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"RuntimeBroker","27","133","2203408433152","8359936","1937408","8560","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.0625","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5588","8",,"False","02/04/2022 06:54:05",,"14912",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","1937408","1937408","107352","107352","2793472","2793472","14045184","14045184","2203422437376","104214528","True","Normal","1937408","1937408","RuntimeBroker","4095","27",,"System.Diagnostics.ProcessThreadCollection","133","2203408433152","90210304","False",,,,"8359936","8359936",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0625000","00:00:00.0625000","00:00:00","0","","True",,
"RuntimeBroker","27","513","2203515006976","34574336","8179712","23728","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.34375","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7164","8",,"False","02/04/2022 06:52:32",,"21476",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23728","23728","8179712","8179712","307008","307008","10555392","10555392","39927808","39927808","2203532189696","213966848","True","Normal","8179712","8179712","RuntimeBroker","4095","27",,"System.Diagnostics.ProcessThreadCollection","513","2203515006976","196784128","False",,,,"34574336","34574336",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.2343750","00:00:00.3437500","00:00:00.1093750","0","","True",,
"RuntimeBroker","27","308","2203479764992","28459008","5992448","18216","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.421875","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8392","8",,"False","02/04/2022 06:52:32",,"24888",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18216","18216","5992448","5992448","247400","247400","8450048","8450048","33181696","33181696","2203756048384","437825536","True","Normal","5992448","5992448","RuntimeBroker","4095","27",,"System.Diagnostics.ProcessThreadCollection","308","2203479764992","161542144","False",,,,"28459008","28459008",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.2968750","00:00:00.4218750","00:00:00.1250000","0","","True",,
"SafeInCloud","27","920","538447872","66039808","68411392","55976","C:\Program Files\WindowsApps\51041SafeInCloud.PasswordManagerSafeInCloud_22.1.1.0_x86__wh7zearnzvtm6\SafeInCloud\SafeInCloud.exe","""C:\Program Files\WindowsApps\51041SafeInCloud.PasswordManagerSafeInCloud_22.1.1.0_x86__wh7zearnzvtm6\SafeInCloud\SafeInCloud.exe"" /auto-start",,"","5.078125","22.1.1.0","22.1.1.0","SafeInCloud","SafeInCloud","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10124","8",,"False","02/04/2022 06:53:08",,"10816",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","55976","55976","68411392","68411392","812832","812832","70782976","70782976","101818368","101818368","581763072","581763072","True","Normal","68411392","68411392","SafeInCloud","4095","27",,"System.Diagnostics.ProcessThreadCollection","920","538447872","538447872","False",,,,"66039808","66039808",,"System.Diagnostics.ProcessModule (SafeInCloud.exe)","00:00:02.0468750","00:00:05.0781250","00:00:03.0312500","0","","True",,
"SamsungMagicianSVC","0","349","127250432","18698240","7237632","38240",,,,,,,,,,"Process",,,"8",,,,,"6488",".",,,,"38240","38240","7237632","7237632","173600","173600","7675904","7675904","22405120","22405120","141668352","141668352",,,"7237632","7237632","SamsungMagicianSVC",,"0",,"System.Diagnostics.ProcessThreadCollection","349","127250432","127250432","False",,,,"18698240","18698240",,,,,,"0","","True",,
"SearchHost","27","1341","2238983970816","94638080","83931136","84104","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"" -ServerName:CortanaUI.AppXstmwaab17q5s3y22tp6apqz7a45vwv65.mca",,"Microsoft Corporation","1.546875","421.22500.1565.0","421.22500.1565.0","","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7112","8",,"False","02/04/2022 06:52:32",,"20404",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","84104","84104","83931136","83931136","1119776","1119776","94928896","94928896","177721344","177721344","2238998257664","1320296448","True","Normal","83931136","83931136","SearchHost","4095","27",,"System.Diagnostics.ProcessThreadCollection","1341","2238983970816","1306009600","False",,,,"94638080","94638080",,"System.Diagnostics.ProcessModule (SearchHost.exe)","00:00:00.5937500","00:00:01.5468750","00:00:00.9531250","0","","True",,
"SearchIndexer","0","1044","2203903983616","59838464","102580224","96392",,,,,,,,,,"Process",,,"8",,,,,"12812",".",,,,"96392","96392","102580224","102580224","297880","297880","207671296","207671296","171859968","171859968","2203978895360","660672512",,,"102580224","102580224","SearchIndexer",,"0",,"System.Diagnostics.ProcessThreadCollection","1044","2203903983616","585760768","False",,,,"59838464","59838464",,,,,,"0","","True",,
"SECOMN64","0","145","4366069760","6922240","1892352","8760",,,,,,,,,,"Process",,,"8",,,,,"6496",".",,,,"8760","8760","1892352","1892352","68248","68248","2080768","2080768","8658944","8658944","4372357120","77389824",,,"1892352","1892352","SECOMN64",,"0",,"System.Diagnostics.ProcessThreadCollection","145","4366069760","71102464","False",,,,"6922240","6922240",,,,,,"0","","True",,
"Secure System","0","0","2338816","41402368","188416","272",,,,,,,,,,"Process",,,"8",,,,,"136",".",,,,"272","272","188416","188416","8792","8792","237568","237568","110592","110592","2891776","2891776",,,"188416","188416","Secure System",,"0",,"System.Diagnostics.ProcessThreadCollection","0","2338816","2338816","False",,,,"41402368","41402368",,,,,,"0","","True",,
"SecurityHealthService","0","401","2203430809600","14766080","3674112","15904",,,,,,,,,,"Process",,,"8",,,,,"12436",".",,,,"15904","15904","3674112","3674112","162368","162368","4190208","4190208","15560704","15560704","2203436052480","117829632",,,"3674112","3674112","SecurityHealthService",,"0",,"System.Diagnostics.ProcessThreadCollection","401","2203430809600","112586752","False",,,,"14766080","14766080",,,,,,"0","","True",,
"SecurityHealthSystray","27","177","2203433549824","10575872","1888256","10600","C:\Windows\System32\SecurityHealthSystray.exe","""C:\Windows\System32\SecurityHealthSystray.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.015625","10.0.22000.65 (WinBuild.160101.0800)","10.0.22000.65","Windows Security notification icon","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7224","8",,"False","02/04/2022 06:52:46",,"10596",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10600","10600","1888256","1888256","158760","158760","2080768","2080768","10985472","10985472","2203436703744","118480896","True","Normal","1888256","1888256","SecurityHealthSystray","4095","27",,"System.Diagnostics.ProcessThreadCollection","177","2203433549824","115326976","False",,,,"10575872","10575872",,"System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","0","","True",,
"SelfService","27","1014","595591168","75976704","67993600","71528","C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\SelfServicePlugin\SelfService.exe","""C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\SelfServicePlugin\SelfService.exe"" -periodicpoll","System.Diagnostics.Process (SelfServicePlugin)","Citrix Systems, Inc.","2.078125","22.2.0.4513","22.2.0.4513","Citrix Workspace","Citrix Workspace","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9292","8",,"False","02/04/2022 06:56:11",,"5744",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","71528","71528","67993600","67993600","925832","925832","69718016","69718016","104685568","104685568","666787840","666787840","True","Normal","67993600","67993600","SelfService","4095","27",,"System.Diagnostics.ProcessThreadCollection","1014","595591168","595591168","False",,,,"75976704","75976704",,"System.Diagnostics.ProcessModule (SelfService.exe)","00:00:00.5312500","00:00:02.0781250","00:00:01.5468750","0","","True",,
"SelfServicePlugin","27","719","259395584","39895040","21946368","45128","C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\SelfServicePlugin\SelfServicePlugin.exe","""C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\SelfServicePlugin\SelfServicePlugin.exe"" ","System.Diagnostics.Process (Receiver)","Citrix Systems, Inc.","1.234375","22.2.0.4513","22.2.0.4513","Citrix Workspace","Citrix Workspace","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3028","8",,"False","02/04/2022 06:52:52",,"25932",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","45128","45128","21946368","21946368","406496","406496","22806528","22806528","46895104","46895104","268824576","268824576","True","Normal","21946368","21946368","SelfServicePlugin","4095","27",,"System.Diagnostics.ProcessThreadCollection","719","259395584","259395584","False",,,,"39895040","39895040",,"System.Diagnostics.ProcessModule (SelfServicePlugin.exe)","00:00:00.4531250","00:00:01.2343750","00:00:00.7812500","0","","True",,
"services","0","916","2203389788160","9650176","9437184","12608",,,,,,,,,,"Process",,,"9",,,,,"1072",".",,,,"12608","12608","9437184","9437184","174440","174440","10747904","10747904","12578816","12578816","2203408859136","90636288",,,"9437184","9437184","services",,"0",,"System.Diagnostics.ProcessThreadCollection","916","2203389788160","71565312","False",,,,"9650176","9650176",,,,,,"0","","True",,
"SgrmBroker","0","120","2203647676416","11169792","11247616","7728",,,,,,,,,,"Process",,,"8",,,,,"17000",".",,,,"7728","7728","11247616","11247616","40688","40688","13086720","13086720","15519744","15519744","2203649773568","331550720",,,"11247616","11247616","SgrmBroker",,"0",,"System.Diagnostics.ProcessThreadCollection","120","2203647676416","329453568","False",,,,"11169792","11169792",,,,,,"0","","True",,
"sihost","27","693","2203526737920","36876288","7471104","23048","C:\WINDOWS\system32\sihost.exe","sihost.exe",,"Microsoft Corporation","2.25","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Shell Infrastructure Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10412","8",,"False","02/04/2022 06:52:30",,"31632",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23048","23048","7471104","7471104","326928","326928","7692288","7692288","39251968","39251968","2203536207872","217985024","True","Normal","7471104","7471104","sihost","4095","27",,"System.Diagnostics.ProcessThreadCollection","693","2203526737920","208515072","False",,,,"36876288","36876288",,"System.Diagnostics.ProcessModule (sihost.exe)","00:00:01.1093750","00:00:02.2500000","00:00:01.1406250","0","","True",,
"smss","0","57","2203359891456","1175552","1142784","3632",,,,,,,,,,"Process",,,"11",,,,,"664",".",,,,"3632","3632","1142784","1142784","13584","13584","1200128","1200128","1396736","1396736","2203368464384","50241536",,,"1142784","1142784","smss",,"0",,"System.Diagnostics.ProcessThreadCollection","57","2203359891456","41668608","False",,,,"1175552","1175552",,,,,,"0","","True",,
"spoolsv","0","2486","2203495075840","25202688","15192064","32696",,,,,,,,,,"Process",,,"8",,,,,"5868",".",,,,"32696","32696","15192064","15192064","285160","285160","16494592","16494592","30900224","30900224","2203512430592","194207744",,,"15192064","15192064","spoolsv",,"0",,"System.Diagnostics.ProcessThreadCollection","2486","2203495075840","176852992","False",,,,"25202688","25202688",,,,,,"0","","True",,
"StartMenuExperienceHost","27","881","2203858239488","85123072","32858112","40184","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca",,,"1.265625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10500","8",,"False","02/04/2022 06:52:32",,"3032",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","40184","40184","32858112","32858112","811080","811080","35237888","35237888","102199296","102199296","2203898355712","580132864","True","Normal","32858112","32858112","StartMenuExperienceHost","4095","27",,"System.Diagnostics.ProcessThreadCollection","881","2203858239488","540016640","False",,,,"85123072","85123072",,"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","00:00:00.6406250","00:00:01.2656250","00:00:00.6250000","0","","True",,
"svchost","0","278","2203405684736","9809920","2904064","14104",,,,,,,,,,"Process",,,"8",,,,,"996",".",,,,"14104","14104","2904064","2904064","106776","106776","3477504","3477504","11567104","11567104","2203414573056","96350208",,,"2904064","2904064","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","278","2203405684736","87461888","False",,,,"9809920","9809920",,,,,,"0","","True",,
"svchost","0","430","2203405201408","9863168","3776512","15128",,,,,,,,,,"Process",,,"8",,,,,"1128",".",,,,"15128","15128","3776512","3776512","108088","108088","4800512","4800512","12288000","12288000","2203416338432","98115584",,,"3776512","3776512","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","430","2203405201408","86978560","False",,,,"9863168","9863168",,,,,,"0","","True",,
"svchost","0","3138","2203530522624","59006976","39309312","33728",,,,,,,,,,"Process",,,"8",,,,,"1220",".",,,,"33728","33728","39309312","39309312","993080","993080","46370816","46370816","73932800","73932800","2203559485440","241262592",,,"39309312","39309312","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","3138","2203530522624","212299776","False",,,,"59006976","59006976",,,,,,"0","","True",,
"svchost","0","2041","2203470712832","27639808","38469632","24896",,,,,,,,,,"Process",,,"8",,,,,"1360",".",,,,"24896","24896","38469632","38469632","314736","314736","38961152","38961152","39297024","39297024","2203599052800","280829952",,,"38469632","38469632","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","2041","2203470712832","152489984","False",,,,"27639808","27639808",,,,,,"0","","True",,
"svchost","0","1301","2203409428480","8974336","8781824","14008",,,,,,,,,,"Process",,,"8",,,,,"1404",".",,,,"14008","14008","8781824","8781824","144264","144264","29945856","29945856","12148736","12148736","2203437215744","118992896",,,"8781824","8781824","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1301","2203409428480","91205632","False",,,,"8974336","8974336",,,,,,"0","","True",,
"svchost","0","1123","2203404476416","12472320","2940928","10056",,,,,,,,,,"Process",,,"8",,,,,"1672",".",,,,"10056","10056","2940928","2940928","234768","234768","3399680","3399680","12873728","12873728","2203408146432","89923584",,,"2940928","2940928","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1123","2203404476416","86253568","False",,,,"12472320","12472320",,,,,,"0","","True",,
"svchost","0","100","2203384827904","4780032","1179648","10736",,,,,,,,,,"Process",,,"8",,,,,"1768",".",,,,"10736","10736","1179648","1179648","58424","58424","1359872","1359872","5599232","5599232","2203386925056","68702208",,,"1179648","1179648","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","100","2203384827904","66605056","False",,,,"4780032","4780032",,,,,,"0","","True",,
"svchost","0","8923","2203435835392","12914688","4153344","17368",,,,,,,,,,"Process",,,"8",,,,,"1792",".",,,,"17368","17368","4153344","4153344","273160","273160","5513216","5513216","17776640","17776640","2203445796864","127574016",,,"4153344","4153344","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","8923","2203435835392","117612544","False",,,,"12914688","12914688",,,,,,"0","","True",,
"svchost","0","190","2203411472384","11284480","9424896","38096",,,,,,,,,,"Process",,,"8",,,,,"1812",".",,,,"38096","38096","9424896","9424896","58928","58928","13307904","13307904","14274560","14274560","2203417763840","99540992",,,"9424896","9424896","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","190","2203411472384","93249536","False",,,,"11284480","11284480",,,,,,"0","","True",,
"svchost","0","113","2203387240448","4616192","1257472","7864",,,,,,,,,,"Process",,,"8",,,,,"1820",".",,,,"7864","7864","1257472","1257472","59664","59664","1429504","1429504","5636096","5636096","2203388289024","70066176",,,"1257472","1257472","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","113","2203387240448","69017600","False",,,,"4616192","4616192",,,,,,"0","","True",,
